id	surface	path_or_key	def	current_value	source_layer	readers	live_path	proposed_disposition	reason
P0357	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.volumeCap.percent	trading.config.json:579	0.05	launchProfile(env-immune)	same accessor as P0025	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0358	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.volumeCap.timeframe	trading.config.json:580	1m	launchProfile(env-immune)	same accessor as P0026	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0359	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.volumeCap.fallbackToMostRecentVolume	trading.config.json:581	true	launchProfile(env-immune)	same accessor as P0027	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0360	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.volumeCap.maxReferenceAgeMs	trading.config.json:582	180000	launchProfile(env-immune)	same accessor as P0028	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0361	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.marketTime.enabled	trading.config.json:585	true	launchProfile(env-immune)	same accessor as P0029	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0362	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.marketTime.blockEntriesAfterCutoff	trading.config.json:586	true	launchProfile(env-immune)	same accessor as P0030	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0363	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.marketTime.liquidationEnabled	trading.config.json:587	true	launchProfile(env-immune)	same accessor as P0031	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0364	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.marketTime.cutoffMinutesBeforeClose	trading.config.json:588	10	launchProfile(env-immune)	same accessor as P0032	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0365	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.marketTime.entryBufferMinutesBeforeCutoff	trading.config.json:589	0	launchProfile(env-immune)	same accessor as P0033	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0366	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.accountLimits.enabled	trading.config.json:592	true	launchProfile(env-immune)	same accessor as P0034	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0367	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.accountLimits.enforceDailyLossPause	trading.config.json:593	true	launchProfile(env-immune)	same accessor as P0035	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0368	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.accountLimits.enforceMaxLoss	trading.config.json:594	true	launchProfile(env-immune)	same accessor as P0036	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0369	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.accountLimits.accountStartOfDayDate	trading.config.json:595	""	launchProfile(ENV-OVERRIDABLE: TTP_ACCOUNT_START_OF_DAY_DATE)	same accessor as P0037	backtest-only	MOVE-TO-SETTINGS	operational leaf - env CAN override
P0370	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.accountLimits.accountStartOfDayEquity	trading.config.json:596	5000	launchProfile(ENV-OVERRIDABLE: TTP_ACCOUNT_START_OF_DAY_EQUITY)	same accessor as P0038	backtest-only	MOVE-TO-SETTINGS	operational leaf - env CAN override
P0371	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.accountLimits.dailyLossDollars	trading.config.json:597	50	launchProfile(env-immune)	same accessor as P0039	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0372	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.accountLimits.maxLossThresholdEquity	trading.config.json:598	4850	launchProfile(env-immune)	same accessor as P0040	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0373	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.earningsRestriction.enabled	trading.config.json:601	true	launchProfile(env-immune)	same accessor as P0041	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0374	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.earningsRestriction.blockEntries	trading.config.json:602	true	launchProfile(env-immune)	same accessor as P0042	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0375	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.earningsRestriction.manualStatus	trading.config.json:603	null	launchProfile(ENV-OVERRIDABLE: TTP_EARNINGS_STATUS_JSON)	same accessor as P0043	backtest-only	MOVE-TO-SETTINGS	operational leaf - env CAN override
P0376	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.consistency.enabled	trading.config.json:606	true	launchProfile(env-immune)	same accessor as P0044	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0377	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.consistency.maxPositionProfitRatio	trading.config.json:607	0.3	launchProfile(env-immune)	same accessor as P0045	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0378	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.consistency.profitTargetDollars	trading.config.json:608	300	launchProfile(env-immune)	same accessor as P0046	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0379	trading.config.json	launchProfiles.backtest-rsi.venueGuards.ttp.consistency.maxProfitTargetInitialBalanceRatio	trading.config.json:609	0.06	launchProfile(env-immune)	same accessor as P0047	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0380	trading.config.json	launchProfiles.backtest-rsi.strategies.soloFilter	trading.config.json:614-616	["RSI"]	launchProfile(backtest env alias SOLO_STRATEGY)	same accessor as P0048	backtest-only	MOVE-TO-SETTINGS	solo filter pinned to RSI
P0381	trading.config.json	launchProfiles.backtest-rsi.strategyBehavior.emaCrossover.entryEventsOnly	trading.config.json:620	true	launchProfile(env-immune)	same accessor as P0049	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0382	trading.config.json	launchProfiles.backtest-rsi.strategyBehavior.emaCrossover.confirmBars	trading.config.json:621	1	launchProfile(env-immune)	same accessor as P0050	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0383	trading.config.json	launchProfiles.backtest-rsi.strategyBehavior.emaCrossover.warmupBars	trading.config.json:622	200	launchProfile(env-immune)	same accessor as P0051	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0384	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfBooster.enabled	trading.config.json:627	true	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0385	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfBooster.minScore	trading.config.json:628	0.3	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0386	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfBooster.minConfidence	trading.config.json:629	0.45	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0387	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfBooster.strengthMultiplier	trading.config.json:630	0.2	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0388	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfBooster.maxMultiplier	trading.config.json:631	1.15	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0389	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfBooster.conflictMultiplier	trading.config.json:632	0.88	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0390	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfBooster.penalizeConflicts	trading.config.json:633	true	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0391	trading.config.json	launchProfiles.backtest-rsi.confluence.strategyMtf.enabled	trading.config.json:636	true	launchProfile(env-immune)	same accessor as P0059	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0392	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfService.minReadyTimeframes	trading.config.json:639	2	launchProfile(env-immune)	same accessor as P0060	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0393	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfService.weights.1m	trading.config.json:641	0.05	launchProfile(env-immune)	same accessor as P0060	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0394	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfService.weights.5m	trading.config.json:642	0.08	launchProfile(env-immune)	same accessor as P0060	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0395	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfService.weights.15m	trading.config.json:643	0.1	launchProfile(env-immune)	same accessor as P0060	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0396	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfService.weights.30m	trading.config.json:644	0.1	launchProfile(env-immune)	same accessor as P0060	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0397	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfService.weights.1h	trading.config.json:645	0.15	launchProfile(env-immune)	same accessor as P0060	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0398	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfService.weights.4h	trading.config.json:646	0.17	launchProfile(env-immune)	same accessor as P0060	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0399	trading.config.json	launchProfiles.backtest-rsi.confluence.mtfService.weights.1d	trading.config.json:647	0.15	launchProfile(env-immune)	same accessor as P0060	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0400	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableRSI	trading.config.json:652	true	launchProfile(env-immune)	same accessor as P0068	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (solo RSI)
P0401	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableMADynamicSR	trading.config.json:653	false	launchProfile(env-immune)	same accessor as P0069	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0402	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableEMACrossover	trading.config.json:654	false	launchProfile(env-immune)	same accessor as P0070	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0403	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableLiquiditySweep	trading.config.json:655	false	launchProfile(env-immune)	same accessor as P0071	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0404	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableCandlePattern	trading.config.json:656	false	launchProfile(env-immune)	same accessor as P0072	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0405	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableBreakRetest	trading.config.json:657	false	launchProfile(env-immune)	same accessor as P0073	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0406	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableMarketRegime	trading.config.json:658	false	launchProfile(env-immune)	same accessor as P0074	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0407	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableOGZTPO	trading.config.json:659	false	launchProfile(env-immune)	same accessor as P0075	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0408	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableOpeningRangeBreakout	trading.config.json:660	false	launchProfile(env-immune)	same accessor as P0076	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0409	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableSmartMoneySweep	trading.config.json:661	false	launchProfile(env-immune)	same accessor as P0077	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0410	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableNoWickImbalance	trading.config.json:662	false	launchProfile(env-immune)	same accessor as P0078	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0411	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableDonchianBreakout	trading.config.json:663	false	launchProfile(env-immune)	same accessor as P0079	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0412	trading.config.json	launchProfiles.backtest-rsi.pipeline.enablePropSafeEMAPullback	trading.config.json:664	false	launchProfile(env-immune)	same accessor as P0080	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0413	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableEMATrendRetest	trading.config.json:665	false	launchProfile(env-immune)	same accessor as P0081	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0414	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableRSI2MeanReversion	trading.config.json:666	false	launchProfile(env-immune)	same accessor as P0082	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0415	trading.config.json	launchProfiles.backtest-rsi.pipeline.enableTimeSeriesMomentum	trading.config.json:667	false	launchProfile(env-immune)	same accessor as P0083	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0416	trading.config.json	launchProfiles.backtest-rsi.pipeline.directionFilter	trading.config.json:668	both	launchProfile(env-immune)	same accessor as P0084	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0417	trading.config.json	launchProfiles.backtest-ttp-5k-max.mode	trading.config.json:672	backtest	launchProfile(env-immune)	same accessor as P0002	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0418	trading.config.json	launchProfiles.backtest-ttp-5k-max.confirmLive	trading.config.json:673	false	launchProfile(env-immune)	same accessor as P0003	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0419	trading.config.json	launchProfiles.backtest-ttp-5k-max.sessionRouter.mode	trading.config.json:675	static	launchProfile(env-immune)	same accessor as P0004	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0420	trading.config.json	launchProfiles.backtest-ttp-5k-max.sessionRouter.staticSession	trading.config.json:676	stocks	launchProfile(env-immune)	same accessor as P0005	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0421	trading.config.json	launchProfiles.backtest-ttp-5k-max.sessionRouter.cryptoSymbols	trading.config.json:677	["BTC-USD"]	launchProfile(env-immune)	same accessor as P0006	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0422	trading.config.json	launchProfiles.backtest-ttp-5k-max.sessionRouter.checkIntervalMs	trading.config.json:678	60000	launchProfile(env-immune)	same accessor as P0007	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0423	trading.config.json	launchProfiles.backtest-ttp-5k-max.sessionRouter.forceCloseOnSessionEnd	trading.config.json:679	true	launchProfile(env-immune)	same accessor as P0008	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0424	trading.config.json	launchProfiles.backtest-ttp-5k-max.sessionRouter.fast	trading.config.json:680	false	launchProfile(env-immune)	same accessor as P0009	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0425	trading.config.json	launchProfiles.backtest-ttp-5k-max.confidence.minTradeConfidence	trading.config.json:683	0.5	launchProfile(env-immune)	same accessor as P0010	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0426	trading.config.json	launchProfiles.backtest-ttp-5k-max.risk.guardMode	trading.config.json:686	off	launchProfile(env-immune)	same accessor as P0011	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0427	trading.config.json	launchProfiles.backtest-ttp-5k-max.risk.venueRailBuffer.enabled	trading.config.json:688	false	launchProfile(env-immune)	same accessor as P0012	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0428	trading.config.json	launchProfiles.backtest-ttp-5k-max.risk.venueRailBuffer.railDrawdownPercent	trading.config.json:689	null	launchProfile(env-immune)	same accessor as P0013	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0429	trading.config.json	launchProfiles.backtest-ttp-5k-max.risk.venueRailBuffer.triggerPercent	trading.config.json:690	null	launchProfile(env-immune)	same accessor as P0014	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0430	trading.config.json	launchProfiles.backtest-ttp-5k-max.risk.venueRailBuffer.releaseOnSessionReset	trading.config.json:691	true	launchProfile(env-immune)	same accessor as P0015	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0431	trading.config.json	launchProfiles.backtest-ttp-5k-max.risk.reconciliationReporter.enabled	trading.config.json:694	false	launchProfile(env-immune)	same accessor as P0016	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0432	trading.config.json	launchProfiles.backtest-ttp-5k-max.risk.reconciliationReporter.alertDeltaDollars	trading.config.json:695	null	launchProfile(env-immune)	same accessor as P0017	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0433	trading.config.json	launchProfiles.backtest-ttp-5k-max.risk.reconciliationReporter.alertDeltaPercent	trading.config.json:696	null	launchProfile(env-immune)	same accessor as P0018	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0434	trading.config.json	launchProfiles.backtest-ttp-5k-max.risk.sessionRiskResponse.enabled	trading.config.json:699	false	launchProfile(env-immune)	same accessor as P0019	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0435	trading.config.json	launchProfiles.backtest-ttp-5k-max.risk.sessionRiskResponse.triggerPercent	trading.config.json:700	null	launchProfile(env-immune)	same accessor as P0020	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0436	trading.config.json	launchProfiles.backtest-ttp-5k-max.risk.sessionRiskResponse.action	trading.config.json:701	alert	launchProfile(env-immune)	same accessor as P0021	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0437	trading.config.json	launchProfiles.backtest-ttp-5k-max.risk.sessionRiskResponse.actionParams	trading.config.json:702	{}	launchProfile(env-immune)	same accessor as P0022	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0438	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.enabled	trading.config.json:707	false	launchProfile(env-immune)	same accessor as P0023	backtest-only	MOVE-TO-SETTINGS	NOTE: profile named ttp-5k-max but TTP guard is OFF - name/value mismatch flagged for owner
P0439	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.volumeCap.enabled	trading.config.json:709	true	launchProfile(env-immune)	same accessor as P0024	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert: ttp off)
P0440	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.volumeCap.percent	trading.config.json:710	0.05	launchProfile(env-immune)	same accessor as P0025	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0441	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.volumeCap.timeframe	trading.config.json:711	1m	launchProfile(env-immune)	same accessor as P0026	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0442	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.volumeCap.fallbackToMostRecentVolume	trading.config.json:712	true	launchProfile(env-immune)	same accessor as P0027	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0443	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.volumeCap.maxReferenceAgeMs	trading.config.json:713	180000	launchProfile(env-immune)	same accessor as P0028	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0444	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.marketTime.enabled	trading.config.json:716	true	launchProfile(env-immune)	same accessor as P0029	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0445	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.marketTime.blockEntriesAfterCutoff	trading.config.json:717	true	launchProfile(env-immune)	same accessor as P0030	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0446	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.marketTime.liquidationEnabled	trading.config.json:718	true	launchProfile(env-immune)	same accessor as P0031	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0447	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.marketTime.cutoffMinutesBeforeClose	trading.config.json:719	10	launchProfile(env-immune)	same accessor as P0032	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0448	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.marketTime.entryBufferMinutesBeforeCutoff	trading.config.json:720	0	launchProfile(env-immune)	same accessor as P0033	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0449	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.accountLimits.enabled	trading.config.json:723	true	launchProfile(env-immune)	same accessor as P0034	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0450	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.accountLimits.enforceDailyLossPause	trading.config.json:724	true	launchProfile(env-immune)	same accessor as P0035	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0451	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.accountLimits.enforceMaxLoss	trading.config.json:725	true	launchProfile(env-immune)	same accessor as P0036	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0452	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.accountLimits.accountStartOfDayDate	trading.config.json:726	""	launchProfile(ENV-OVERRIDABLE: TTP_ACCOUNT_START_OF_DAY_DATE)	same accessor as P0037	backtest-only	MOVE-TO-SETTINGS	operational leaf - env CAN override
P0453	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.accountLimits.accountStartOfDayEquity	trading.config.json:727	5000	launchProfile(ENV-OVERRIDABLE: TTP_ACCOUNT_START_OF_DAY_EQUITY)	same accessor as P0038	backtest-only	MOVE-TO-SETTINGS	operational leaf - env CAN override
P0454	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.accountLimits.dailyLossDollars	trading.config.json:728	50	launchProfile(env-immune)	same accessor as P0039	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0455	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.accountLimits.maxLossThresholdEquity	trading.config.json:729	4850	launchProfile(env-immune)	same accessor as P0040	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0456	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.earningsRestriction.enabled	trading.config.json:732	true	launchProfile(env-immune)	same accessor as P0041	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0457	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.earningsRestriction.blockEntries	trading.config.json:733	true	launchProfile(env-immune)	same accessor as P0042	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0458	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.earningsRestriction.manualStatus	trading.config.json:734	null	launchProfile(ENV-OVERRIDABLE: TTP_EARNINGS_STATUS_JSON)	same accessor as P0043	backtest-only	MOVE-TO-SETTINGS	operational leaf - env CAN override
P0459	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.consistency.enabled	trading.config.json:737	true	launchProfile(env-immune)	same accessor as P0044	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0460	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.consistency.maxPositionProfitRatio	trading.config.json:738	0.3	launchProfile(env-immune)	same accessor as P0045	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0461	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.consistency.profitTargetDollars	trading.config.json:739	300	launchProfile(env-immune)	same accessor as P0046	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0462	trading.config.json	launchProfiles.backtest-ttp-5k-max.venueGuards.ttp.consistency.maxProfitTargetInitialBalanceRatio	trading.config.json:740	0.06	launchProfile(env-immune)	same accessor as P0047	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf (inert)
P0463	trading.config.json	launchProfiles.backtest-ttp-5k-max.strategies.soloFilter	trading.config.json:745	[]	launchProfile(backtest env alias SOLO_STRATEGY)	same accessor as P0048	backtest-only	MOVE-TO-SETTINGS	solo filter empty (all strategies)
P0464	trading.config.json	launchProfiles.backtest-ttp-5k-max.strategyBehavior.emaCrossover.entryEventsOnly	trading.config.json:749	true	launchProfile(env-immune)	same accessor as P0049	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0465	trading.config.json	launchProfiles.backtest-ttp-5k-max.strategyBehavior.emaCrossover.confirmBars	trading.config.json:750	1	launchProfile(env-immune)	same accessor as P0050	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0466	trading.config.json	launchProfiles.backtest-ttp-5k-max.strategyBehavior.emaCrossover.warmupBars	trading.config.json:751	200	launchProfile(env-immune)	same accessor as P0051	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0467	trading.config.json	launchProfiles.backtest-ttp-5k-max.confluence.mtfBooster.enabled	trading.config.json:756	true	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0468	trading.config.json	launchProfiles.backtest-ttp-5k-max.confluence.mtfBooster.minScore	trading.config.json:757	0.3	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0469	trading.config.json	launchProfiles.backtest-ttp-5k-max.confluence.mtfBooster.minConfidence	trading.config.json:758	0.45	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0470	trading.config.json	launchProfiles.backtest-ttp-5k-max.confluence.mtfBooster.strengthMultiplier	trading.config.json:759	0.2	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0471	trading.config.json	launchProfiles.backtest-ttp-5k-max.confluence.mtfBooster.maxMultiplier	trading.config.json:760	1.15	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0472	trading.config.json	launchProfiles.backtest-ttp-5k-max.confluence.mtfBooster.conflictMultiplier	trading.config.json:761	0.88	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0473	trading.config.json	launchProfiles.backtest-ttp-5k-max.confluence.mtfBooster.penalizeConflicts	trading.config.json:762	true	launchProfile(env-immune)	same accessor as P0052	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0474	trading.config.json	launchProfiles.backtest-ttp-5k-max.confluence.strategyMtf.enabled	trading.config.json:765	true	launchProfile(env-immune)	same accessor as P0059	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0475	trading.config.json	launchProfiles.backtest-ttp-5k-max.confluence.mtfService.minReadyTimeframes	trading.config.json:768	2	launchProfile(env-immune)	same accessor as P0060	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0476	trading.config.json	launchProfiles.backtest-ttp-5k-max.confluence.mtfService.weights.1m	trading.config.json:770	0.05	launchProfile(env-immune)	same accessor as P0060	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
P0477	trading.config.json	launchProfiles.backtest-ttp-5k-max.confluence.mtfService.weights.5m	trading.config.json:771	0.08	launchProfile(env-immune)	same accessor as P0060	backtest-only	MOVE-TO-SETTINGS	backtest profile leaf
